,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt
281,282,10/9/2011,4,0,10,0,0,0,1,0.540833,0.7275,0.06345,2397,3114,5511
282,283,10/10/2011,4,0,10,1,1,0,1,0.570833,0.73375,0.0423042,1514,3603,5117
283,284,10/11/2011,4,0,10,0,2,1,2,0.566667,0.80875,0.143042,667,3896,4563
284,285,10/12/2011,4,0,10,0,3,1,3,0.543333,0.90625,0.24815,217,2199,2416
285,286,10/13/2011,4,0,10,0,4,1,2,0.589167,0.896667,0.141787,290,2623,2913
286,287,10/14/2011,4,0,10,0,5,1,2,0.550833,0.71625,0.223883,529,3115,3644
287,288,10/15/2011,4,0,10,0,6,0,1,0.506667,0.483333,0.258083,1899,3318,5217
288,289,10/16/2011,4,0,10,0,0,0,1,0.511667,0.486667,0.281717,1748,3293,5041
289,290,10/17/2011,4,0,10,0,1,1,1,0.5341670000000001,0.579583,0.175379,713,3857,4570
290,291,10/18/2011,4,0,10,0,2,1,2,0.5325,0.701667,0.11008699999999999,637,4111,4748
291,292,10/19/2011,4,0,10,0,3,1,3,0.5417390000000001,0.895217,0.243339,254,2170,2424
292,293,10/20/2011,4,0,10,0,4,1,1,0.475833,0.63625,0.422275,471,3724,4195
293,294,10/21/2011,4,0,10,0,5,1,1,0.4275,0.574167,0.221396,676,3628,4304
294,295,10/22/2011,4,0,10,0,6,0,1,0.4225,0.629167,0.09266669999999999,1499,2809,4308
295,296,10/23/2011,4,0,10,0,0,0,1,0.421667,0.74125,0.0995125,1619,2762,4381
296,297,10/24/2011,4,0,10,0,1,1,1,0.463333,0.772083,0.11879200000000001,699,3488,4187
297,298,10/25/2011,4,0,10,0,2,1,1,0.471667,0.622917,0.166658,695,3992,4687
298,299,10/26/2011,4,0,10,0,3,1,2,0.484167,0.720417,0.148642,404,3490,3894
299,300,10/27/2011,4,0,10,0,4,1,2,0.47,0.812917,0.19776300000000002,240,2419,2659
300,301,10/28/2011,4,0,10,0,5,1,2,0.330833,0.585833,0.229479,456,3291,3747
301,302,10/29/2011,4,0,10,0,6,0,3,0.25416700000000003,0.8825,0.351371,57,570,627
302,303,10/30/2011,4,0,10,0,0,0,1,0.31916700000000003,0.62375,0.176617,885,2446,3331
303,304,10/31/2011,4,0,10,0,1,1,1,0.34,0.703333,0.10635,362,3307,3669
304,305,11/1/2011,4,0,11,0,2,1,1,0.400833,0.68375,0.135571,410,3658,4068
305,306,11/2/2011,4,0,11,0,3,1,1,0.3775,0.71875,0.08209169999999999,370,3816,4186
306,307,11/3/2011,4,0,11,0,4,1,1,0.408333,0.702083,0.136817,318,3656,3974
307,308,11/4/2011,4,0,11,0,5,1,2,0.403333,0.6225,0.271779,470,3576,4046
308,309,11/5/2011,4,0,11,0,6,0,1,0.326667,0.519167,0.18906199999999998,1156,2770,3926
309,310,11/6/2011,4,0,11,0,0,0,1,0.348333,0.734583,0.09205419999999999,952,2697,3649
310,311,11/7/2011,4,0,11,0,1,1,1,0.395,0.75875,0.057225,373,3662,4035
311,312,11/8/2011,4,0,11,0,2,1,1,0.408333,0.7216670000000001,0.0690375,376,3829,4205
312,313,11/9/2011,4,0,11,0,3,1,1,0.4,0.758333,0.06219580000000001,305,3804,4109
313,314,11/10/2011,4,0,11,0,4,1,2,0.38,0.813333,0.189067,190,2743,2933
314,315,11/11/2011,4,0,11,1,5,0,1,0.324167,0.44625,0.314675,440,2928,3368
315,316,11/12/2011,4,0,11,0,6,0,1,0.356667,0.552917,0.212062,1275,2792,4067
316,317,11/13/2011,4,0,11,0,0,0,1,0.440833,0.458333,0.281721,1004,2713,3717
317,318,11/14/2011,4,0,11,0,1,1,1,0.53,0.587083,0.306596,595,3891,4486
318,319,11/15/2011,4,0,11,0,2,1,2,0.53,0.68875,0.199633,449,3746,4195
319,320,11/16/2011,4,0,11,0,3,1,3,0.456667,0.93,0.136829,145,1672,1817
320,321,11/17/2011,4,0,11,0,4,1,2,0.341667,0.575833,0.30536199999999997,139,2914,3053
321,322,11/18/2011,4,0,11,0,5,1,1,0.274167,0.41,0.168533,245,3147,3392
322,323,11/19/2011,4,0,11,0,6,0,1,0.329167,0.502083,0.224496,943,2720,3663
323,324,11/20/2011,4,0,11,0,0,0,2,0.463333,0.6845829999999999,0.18595,787,2733,3520
324,325,11/21/2011,4,0,11,0,1,1,3,0.4475,0.91,0.138054,220,2545,2765
325,326,11/22/2011,4,0,11,0,2,1,3,0.416667,0.9625,0.11879200000000001,69,1538,1607
326,327,11/23/2011,4,0,11,0,3,1,2,0.440833,0.757917,0.335825,112,2454,2566
327,328,11/24/2011,4,0,11,1,4,0,1,0.37333299999999997,0.549167,0.167304,560,935,1495
328,329,11/25/2011,4,0,11,0,5,1,1,0.375,0.64375,0.0988958,1095,1697,2792
329,330,11/26/2011,4,0,11,0,6,0,1,0.375833,0.681667,0.0684208,1249,1819,3068
330,331,11/27/2011,4,0,11,0,0,0,1,0.459167,0.698333,0.208954,810,2261,3071
331,332,11/28/2011,4,0,11,0,1,1,1,0.503478,0.743043,0.142122,253,3614,3867
332,333,11/29/2011,4,0,11,0,2,1,2,0.458333,0.830833,0.258092,96,2818,2914
333,334,11/30/2011,4,0,11,0,3,1,1,0.325,0.613333,0.271158,188,3425,3613
334,335,12/1/2011,4,0,12,0,4,1,1,0.3125,0.524583,0.220158,182,3545,3727
335,336,12/2/2011,4,0,12,0,5,1,1,0.31416700000000003,0.625833,0.100754,268,3672,3940
336,337,12/3/2011,4,0,12,0,6,0,1,0.299167,0.612917,0.0957833,706,2908,3614
337,338,12/4/2011,4,0,12,0,0,0,1,0.330833,0.775833,0.08395830000000001,634,2851,3485
338,339,12/5/2011,4,0,12,0,1,1,2,0.385833,0.827083,0.06220830000000001,233,3578,3811
339,340,12/6/2011,4,0,12,0,2,1,3,0.4625,0.949583,0.23258299999999998,126,2468,2594
340,341,12/7/2011,4,0,12,0,3,1,3,0.41,0.970417,0.266175,50,655,705
341,342,12/8/2011,4,0,12,0,4,1,1,0.265833,0.58,0.240058,150,3172,3322
342,343,12/9/2011,4,0,12,0,5,1,1,0.290833,0.695833,0.08271669999999999,261,3359,3620
343,344,12/10/2011,4,0,12,0,6,0,1,0.275,0.5075,0.233221,502,2688,3190
344,345,12/11/2011,4,0,12,0,0,0,1,0.220833,0.49,0.0665417,377,2366,2743
345,346,12/12/2011,4,0,12,0,1,1,1,0.238333,0.670833,0.06345,143,3167,3310
346,347,12/13/2011,4,0,12,0,2,1,1,0.2825,0.59,0.14055,155,3368,3523
347,348,12/14/2011,4,0,12,0,3,1,2,0.3175,0.66375,0.06095830000000001,178,3562,3740
348,349,12/15/2011,4,0,12,0,4,1,2,0.4225,0.634167,0.268042,181,3528,3709
349,350,12/16/2011,4,0,12,0,5,1,2,0.375,0.500417,0.260575,178,3399,3577
350,351,12/17/2011,4,0,12,0,6,0,2,0.258333,0.560833,0.243167,275,2464,2739
351,352,12/18/2011,4,0,12,0,0,0,1,0.238333,0.58625,0.16977899999999999,220,2211,2431
352,353,12/19/2011,4,0,12,0,1,1,1,0.276667,0.6375,0.172896,260,3143,3403
353,354,12/20/2011,4,0,12,0,2,1,2,0.385833,0.595417,0.06157080000000001,216,3534,3750
354,355,12/21/2011,1,0,12,0,3,1,2,0.428333,0.858333,0.2214,107,2553,2660
355,356,12/22/2011,1,0,12,0,4,1,2,0.423333,0.7575,0.047275,227,2841,3068
356,357,12/23/2011,1,0,12,0,5,1,1,0.37333299999999997,0.68625,0.274246,163,2046,2209
357,358,12/24/2011,1,0,12,0,6,0,1,0.3025,0.5425,0.190304,155,856,1011
358,359,12/25/2011,1,0,12,0,0,0,1,0.274783,0.681304,0.155091,303,451,754
359,360,12/26/2011,1,0,12,1,1,0,1,0.321739,0.506957,0.239465,430,887,1317
360,361,12/27/2011,1,0,12,0,2,1,2,0.325,0.7625,0.18845,103,1059,1162
361,362,12/28/2011,1,0,12,0,3,1,1,0.29913,0.503913,0.29396100000000003,255,2047,2302
362,363,12/29/2011,1,0,12,0,4,1,1,0.248333,0.574167,0.11941199999999999,254,2169,2423
363,364,12/30/2011,1,0,12,0,5,1,1,0.311667,0.636667,0.13433699999999998,491,2508,2999
364,365,12/31/2011,1,0,12,0,6,0,1,0.41,0.615833,0.220154,665,1820,2485
365,366,1/1/2012,1,1,1,0,0,0,1,0.37,0.6925,0.192167,686,1608,2294
366,367,1/2/2012,1,1,1,1,1,0,1,0.273043,0.381304,0.329665,244,1707,1951
367,368,1/3/2012,1,1,1,0,2,1,1,0.15,0.44125,0.365671,89,2147,2236
368,369,1/4/2012,1,1,1,0,3,1,2,0.1075,0.414583,0.1847,95,2273,2368
369,370,1/5/2012,1,1,1,0,4,1,1,0.265833,0.524167,0.129987,140,3132,3272
370,371,1/6/2012,1,1,1,0,5,1,1,0.334167,0.542083,0.167908,307,3791,4098
371,372,1/7/2012,1,1,1,0,6,0,1,0.393333,0.531667,0.174758,1070,3451,4521
372,373,1/8/2012,1,1,1,0,0,0,1,0.3375,0.465,0.19154200000000002,599,2826,3425
373,374,1/9/2012,1,1,1,0,1,1,2,0.224167,0.701667,0.0989,106,2270,2376
374,375,1/10/2012,1,1,1,0,2,1,1,0.308696,0.646522,0.187552,173,3425,3598
375,376,1/11/2012,1,1,1,0,3,1,2,0.274167,0.8475,0.131221,92,2085,2177
376,377,1/12/2012,1,1,1,0,4,1,2,0.3825,0.802917,0.18096700000000002,269,3828,4097
377,378,1/13/2012,1,1,1,0,5,1,1,0.274167,0.5075,0.378108,174,3040,3214
378,379,1/14/2012,1,1,1,0,6,0,1,0.18,0.4575,0.187183,333,2160,2493
379,380,1/15/2012,1,1,1,0,0,0,1,0.166667,0.419167,0.251258,284,2027,2311
380,381,1/16/2012,1,1,1,1,1,0,1,0.19,0.5225,0.23135799999999998,217,2081,2298
381,382,1/17/2012,1,1,1,0,2,1,2,0.37304299999999996,0.716087,0.34913,127,2808,2935
382,383,1/18/2012,1,1,1,0,3,1,1,0.303333,0.443333,0.415429,109,3267,3376
383,384,1/19/2012,1,1,1,0,4,1,1,0.19,0.4975,0.220158,130,3162,3292
384,385,1/20/2012,1,1,1,0,5,1,2,0.2175,0.45,0.20275,115,3048,3163
385,386,1/21/2012,1,1,1,0,6,0,2,0.173333,0.83125,0.222642,67,1234,1301
386,387,1/22/2012,1,1,1,0,0,0,2,0.1625,0.79625,0.199638,196,1781,1977
387,388,1/23/2012,1,1,1,0,1,1,2,0.218333,0.91125,0.11070799999999999,145,2287,2432
388,389,1/24/2012,1,1,1,0,2,1,1,0.3425,0.835833,0.123767,439,3900,4339
389,390,1/25/2012,1,1,1,0,3,1,1,0.294167,0.64375,0.161071,467,3803,4270
390,391,1/26/2012,1,1,1,0,4,1,2,0.341667,0.769583,0.07339580000000001,244,3831,4075
391,392,1/27/2012,1,1,1,0,5,1,2,0.425,0.74125,0.342667,269,3187,3456
392,393,1/28/2012,1,1,1,0,6,0,1,0.315833,0.543333,0.210829,775,3248,4023
393,394,1/29/2012,1,1,1,0,0,0,1,0.2825,0.31125,0.24005,558,2685,3243
394,395,1/30/2012,1,1,1,0,1,1,1,0.269167,0.400833,0.215792,126,3498,3624
395,396,1/31/2012,1,1,1,0,2,1,1,0.39,0.416667,0.261817,324,4185,4509
396,397,2/1/2012,1,1,2,0,3,1,1,0.469167,0.507917,0.189067,304,4275,4579
397,398,2/2/2012,1,1,2,0,4,1,2,0.399167,0.672917,0.187187,190,3571,3761
398,399,2/3/2012,1,1,2,0,5,1,1,0.313333,0.526667,0.17849600000000002,310,3841,4151
399,400,2/4/2012,1,1,2,0,6,0,2,0.264167,0.779583,0.121896,384,2448,2832
400,401,2/5/2012,1,1,2,0,0,0,2,0.265833,0.687917,0.175996,318,2629,2947
401,402,2/6/2012,1,1,2,0,1,1,1,0.282609,0.622174,0.1538,206,3578,3784
402,403,2/7/2012,1,1,2,0,2,1,1,0.354167,0.49625,0.147379,199,4176,4375
403,404,2/8/2012,1,1,2,0,3,1,2,0.25666700000000003,0.722917,0.133721,109,2693,2802
404,405,2/9/2012,1,1,2,0,4,1,1,0.265,0.562083,0.194037,163,3667,3830
405,406,2/10/2012,1,1,2,0,5,1,2,0.280833,0.54,0.11692899999999999,227,3604,3831
406,407,2/11/2012,1,1,2,0,6,0,3,0.224167,0.73125,0.289796,192,1977,2169
407,408,2/12/2012,1,1,2,0,0,0,1,0.1275,0.46458299999999997,0.40921199999999996,73,1456,1529
408,409,2/13/2012,1,1,2,0,1,1,1,0.2225,0.41125,0.167283,94,3328,3422
409,410,2/14/2012,1,1,2,0,2,1,2,0.31916700000000003,0.50875,0.141179,135,3787,3922
410,411,2/15/2012,1,1,2,0,3,1,1,0.348333,0.53125,0.1816,141,4028,4169
411,412,2/16/2012,1,1,2,0,4,1,2,0.31666700000000003,0.7529170000000001,0.091425,74,2931,3005
412,413,2/17/2012,1,1,2,0,5,1,1,0.343333,0.634583,0.205846,349,3805,4154
413,414,2/18/2012,1,1,2,0,6,0,1,0.346667,0.534583,0.190929,1435,2883,4318
414,415,2/19/2012,1,1,2,0,0,0,2,0.28,0.515833,0.253112,618,2071,2689
415,416,2/20/2012,1,1,2,1,1,0,1,0.28,0.507826,0.22908299999999998,502,2627,3129
416,417,2/21/2012,1,1,2,0,2,1,1,0.287826,0.594348,0.205717,163,3614,3777
417,418,2/22/2012,1,1,2,0,3,1,1,0.395833,0.567917,0.234471,394,4379,4773
418,419,2/23/2012,1,1,2,0,4,1,1,0.454167,0.554583,0.190913,516,4546,5062
419,420,2/24/2012,1,1,2,0,5,1,2,0.4075,0.7375,0.237567,246,3241,3487
420,421,2/25/2012,1,1,2,0,6,0,1,0.290833,0.395833,0.421642,317,2415,2732
421,422,2/26/2012,1,1,2,0,0,0,1,0.279167,0.41,0.205229,515,2874,3389
422,423,2/27/2012,1,1,2,0,1,1,1,0.366667,0.490833,0.26803299999999997,253,4069,4322
423,424,2/28/2012,1,1,2,0,2,1,1,0.359167,0.395833,0.193417,229,4134,4363
424,425,2/29/2012,1,1,2,0,3,1,2,0.344348,0.804783,0.179117,65,1769,1834
425,426,3/1/2012,1,1,3,0,4,1,1,0.485833,0.615417,0.226987,325,4665,4990
426,427,3/2/2012,1,1,3,0,5,1,2,0.353333,0.657083,0.144904,246,2948,3194
427,428,3/3/2012,1,1,3,0,6,0,2,0.414167,0.62125,0.161079,956,3110,4066
428,429,3/4/2012,1,1,3,0,0,0,1,0.325833,0.403333,0.334571,710,2713,3423
429,430,3/5/2012,1,1,3,0,1,1,1,0.243333,0.50625,0.228858,203,3130,3333
430,431,3/6/2012,1,1,3,0,2,1,1,0.258333,0.456667,0.200875,221,3735,3956
431,432,3/7/2012,1,1,3,0,3,1,1,0.404167,0.513333,0.345779,432,4484,4916
432,433,3/8/2012,1,1,3,0,4,1,1,0.5275,0.5675,0.441563,486,4896,5382
433,434,3/9/2012,1,1,3,0,5,1,2,0.410833,0.407083,0.4148,447,4122,4569
434,435,3/10/2012,1,1,3,0,6,0,1,0.2875,0.35041700000000003,0.22575,968,3150,4118
435,436,3/11/2012,1,1,3,0,0,0,1,0.361739,0.47695699999999996,0.22258699999999998,1658,3253,4911
436,437,3/12/2012,1,1,3,0,1,1,1,0.466667,0.489167,0.207713,838,4460,5298
437,438,3/13/2012,1,1,3,0,2,1,1,0.565,0.6175,0.23695,762,5085,5847
584,585,8/7/2012,3,1,8,0,2,1,2,0.735833,0.70375,0.116908,1278,5995,7273
585,586,8/8/2012,3,1,8,0,3,1,2,0.75,0.672917,0.1107,1263,6271,7534
586,587,8/9/2012,3,1,8,0,4,1,1,0.755833,0.620417,0.1561,1196,6090,7286
587,588,8/10/2012,3,1,8,0,5,1,2,0.7158329999999999,0.7158329999999999,0.238813,1065,4721,5786
588,589,8/11/2012,3,1,8,0,6,0,2,0.6925,0.732917,0.206479,2247,4052,6299
589,590,8/12/2012,3,1,8,0,0,0,1,0.700833,0.530417,0.122512,2182,4362,6544
590,591,8/13/2012,3,1,8,0,1,1,1,0.720833,0.545417,0.136212,1207,5676,6883
591,592,8/14/2012,3,1,8,0,2,1,1,0.726667,0.686667,0.169158,1128,5656,6784
592,593,8/15/2012,3,1,8,0,3,1,1,0.706667,0.619583,0.169771,1198,6149,7347
593,594,8/16/2012,3,1,8,0,4,1,1,0.719167,0.519167,0.141796,1338,6267,7605
594,595,8/17/2012,3,1,8,0,5,1,1,0.723333,0.570833,0.231354,1483,5665,7148
595,596,8/18/2012,3,1,8,0,6,0,1,0.678333,0.603333,0.177867,2827,5038,7865
596,597,8/19/2012,3,1,8,0,0,0,2,0.635833,0.711667,0.08645,1208,3341,4549
597,598,8/20/2012,3,1,8,0,1,1,2,0.635833,0.734167,0.12997899999999998,1026,5504,6530
598,599,8/21/2012,3,1,8,0,2,1,1,0.649167,0.67375,0.07277080000000001,1081,5925,7006
599,600,8/22/2012,3,1,8,0,3,1,1,0.6675,0.677083,0.0702833,1094,6281,7375
600,601,8/23/2012,3,1,8,0,4,1,1,0.695833,0.635833,0.08459580000000001,1363,6402,7765
601,602,8/24/2012,3,1,8,0,5,1,2,0.7025,0.615,0.07214580000000001,1325,6257,7582
602,603,8/25/2012,3,1,8,0,6,0,2,0.661667,0.712917,0.244408,1829,4224,6053
603,604,8/26/2012,3,1,8,0,0,0,2,0.6533329999999999,0.845833,0.228858,1483,3772,5255
604,605,8/27/2012,3,1,8,0,1,1,1,0.703333,0.730417,0.128733,989,5928,6917
605,606,8/28/2012,3,1,8,0,2,1,1,0.728333,0.62,0.190925,935,6105,7040
606,607,8/29/2012,3,1,8,0,3,1,1,0.685,0.552083,0.112562,1177,6520,7697
607,608,8/30/2012,3,1,8,0,4,1,1,0.706667,0.590417,0.0771167,1172,6541,7713
608,609,8/31/2012,3,1,8,0,5,1,1,0.764167,0.5875,0.168533,1433,5917,7350
609,610,9/1/2012,3,1,9,0,6,0,2,0.753333,0.638333,0.113187,2352,3788,6140
610,611,9/2/2012,3,1,9,0,0,0,2,0.696667,0.815,0.06407080000000001,2613,3197,5810
611,612,9/3/2012,3,1,9,1,1,0,1,0.7075,0.790833,0.151121,1965,4069,6034
612,613,9/4/2012,3,1,9,0,2,1,1,0.725833,0.755,0.236321,867,5997,6864
613,614,9/5/2012,3,1,9,0,3,1,1,0.736667,0.74125,0.187808,832,6280,7112
614,615,9/6/2012,3,1,9,0,4,1,2,0.696667,0.810417,0.142421,611,5592,6203
615,616,9/7/2012,3,1,9,0,5,1,1,0.703333,0.73625,0.171646,1045,6459,7504
616,617,9/8/2012,3,1,9,0,6,0,2,0.6591670000000001,0.799167,0.281104,1557,4419,5976
617,618,9/9/2012,3,1,9,0,0,0,1,0.61,0.5475,0.224496,2570,5657,8227
618,619,9/10/2012,3,1,9,0,1,1,1,0.583333,0.50375,0.258713,1118,6407,7525
619,620,9/11/2012,3,1,9,0,2,1,1,0.5775,0.52,0.09205419999999999,1070,6697,7767
620,621,9/12/2012,3,1,9,0,3,1,1,0.599167,0.577083,0.131846,1050,6820,7870
621,622,9/13/2012,3,1,9,0,4,1,1,0.6125,0.637083,0.08272080000000001,1054,6750,7804
622,623,9/14/2012,3,1,9,0,5,1,1,0.633333,0.6725,0.10386300000000001,1379,6630,8009
623,624,9/15/2012,3,1,9,0,6,0,1,0.608333,0.501667,0.247521,3160,5554,8714
624,625,9/16/2012,3,1,9,0,0,0,1,0.58,0.57,0.09018330000000001,2166,5167,7333
625,626,9/17/2012,3,1,9,0,1,1,2,0.580833,0.734583,0.15174200000000002,1022,5847,6869
626,627,9/18/2012,3,1,9,0,2,1,2,0.623333,0.8725,0.357587,371,3702,4073
627,628,9/19/2012,3,1,9,0,3,1,1,0.5525,0.536667,0.215175,788,6803,7591
628,629,9/20/2012,3,1,9,0,4,1,1,0.546667,0.618333,0.11816700000000001,939,6781,7720
629,630,9/21/2012,3,1,9,0,5,1,1,0.599167,0.66875,0.154229,1250,6917,8167
630,631,9/22/2012,3,1,9,0,6,0,1,0.65,0.646667,0.283583,2512,5883,8395
631,632,9/23/2012,4,1,9,0,0,0,1,0.529167,0.46708299999999997,0.22325799999999998,2454,5453,7907
632,633,9/24/2012,4,1,9,0,1,1,1,0.514167,0.492917,0.142404,1001,6435,7436
633,634,9/25/2012,4,1,9,0,2,1,1,0.55,0.57,0.236321,845,6693,7538
634,635,9/26/2012,4,1,9,0,3,1,1,0.635,0.630833,0.2444,787,6946,7733
635,636,9/27/2012,4,1,9,0,4,1,2,0.65,0.690833,0.13434200000000002,751,6642,7393
636,637,9/28/2012,4,1,9,0,5,1,2,0.619167,0.69,0.164179,1045,6370,7415
637,638,9/29/2012,4,1,9,0,6,0,1,0.5425,0.542917,0.227604,2589,5966,8555
638,639,9/30/2012,4,1,9,0,0,0,1,0.526667,0.583333,0.134958,2015,4874,6889
639,640,10/1/2012,4,1,10,0,1,1,2,0.520833,0.649167,0.09080419999999999,763,6015,6778
640,641,10/2/2012,4,1,10,0,2,1,3,0.5908329999999999,0.871667,0.104475,315,4324,4639
641,642,10/3/2012,4,1,10,0,3,1,2,0.6575,0.79375,0.0665458,728,6844,7572
642,643,10/4/2012,4,1,10,0,4,1,2,0.6575,0.722917,0.117546,891,6437,7328
643,644,10/5/2012,4,1,10,0,5,1,1,0.615,0.6275,0.10635,1516,6640,8156
644,645,10/6/2012,4,1,10,0,6,0,1,0.554167,0.664167,0.268025,3031,4934,7965
645,646,10/7/2012,4,1,10,0,0,0,2,0.415833,0.708333,0.14116199999999998,781,2729,3510
646,647,10/8/2012,4,1,10,1,1,0,2,0.383333,0.709583,0.189679,874,4604,5478
647,648,10/9/2012,4,1,10,0,2,1,2,0.446667,0.761667,0.1903,601,5791,6392
648,649,10/10/2012,4,1,10,0,3,1,1,0.514167,0.630833,0.18782100000000002,780,6911,7691
649,650,10/11/2012,4,1,10,0,4,1,1,0.435,0.463333,0.181596,834,6736,7570
650,651,10/12/2012,4,1,10,0,5,1,1,0.4375,0.539167,0.235092,1060,6222,7282
651,652,10/13/2012,4,1,10,0,6,0,1,0.393333,0.494583,0.146142,2252,4857,7109
652,653,10/14/2012,4,1,10,0,0,0,1,0.521667,0.640417,0.27861199999999997,2080,4559,6639
653,654,10/15/2012,4,1,10,0,1,1,2,0.561667,0.7075,0.296037,760,5115,5875
654,655,10/16/2012,4,1,10,0,2,1,1,0.468333,0.558333,0.182221,922,6612,7534
655,656,10/17/2012,4,1,10,0,3,1,1,0.455833,0.692917,0.101371,979,6482,7461
656,657,10/18/2012,4,1,10,0,4,1,2,0.5225,0.728333,0.23693699999999998,1008,6501,7509
657,658,10/19/2012,4,1,10,0,5,1,2,0.563333,0.815,0.134954,753,4671,5424
658,659,10/20/2012,4,1,10,0,6,0,1,0.484167,0.572917,0.11753699999999999,2806,5284,8090
659,660,10/21/2012,4,1,10,0,0,0,1,0.464167,0.51,0.166054,2132,4692,6824
660,661,10/22/2012,4,1,10,0,1,1,1,0.4875,0.568333,0.08148330000000001,830,6228,7058
661,662,10/23/2012,4,1,10,0,2,1,1,0.544167,0.641667,0.09454580000000001,841,6625,7466
662,663,10/24/2012,4,1,10,0,3,1,1,0.5875,0.63625,0.07277919999999999,795,6898,7693
663,664,10/25/2012,4,1,10,0,4,1,2,0.55,0.800417,0.124375,875,6484,7359
664,665,10/26/2012,4,1,10,0,5,1,2,0.545833,0.807083,0.132467,1182,6262,7444
665,666,10/27/2012,4,1,10,0,6,0,2,0.53,0.72,0.235692,2643,5209,7852
666,667,10/28/2012,4,1,10,0,0,0,2,0.4775,0.694583,0.398008,998,3461,4459
667,668,10/29/2012,4,1,10,0,1,1,3,0.44,0.88,0.3582,2,20,22
668,669,10/30/2012,4,1,10,0,2,1,2,0.318182,0.8254549999999999,0.213009,87,1009,1096
669,670,10/31/2012,4,1,10,0,3,1,2,0.3575,0.666667,0.166667,419,5147,5566
670,671,11/1/2012,4,1,11,0,4,1,2,0.365833,0.581667,0.157346,466,5520,5986
671,672,11/2/2012,4,1,11,0,5,1,1,0.355,0.522083,0.266175,618,5229,5847
672,673,11/3/2012,4,1,11,0,6,0,2,0.343333,0.49125,0.270529,1029,4109,5138
673,674,11/4/2012,4,1,11,0,0,0,1,0.325833,0.532917,0.179108,1201,3906,5107
674,675,11/5/2012,4,1,11,0,1,1,1,0.31916700000000003,0.494167,0.236325,378,4881,5259
675,676,11/6/2012,4,1,11,0,2,1,1,0.280833,0.567083,0.173513,466,5220,5686
676,677,11/7/2012,4,1,11,0,3,1,2,0.295833,0.5475,0.304108,326,4709,5035
677,678,11/8/2012,4,1,11,0,4,1,1,0.352174,0.333478,0.347835,340,4975,5315
678,679,11/9/2012,4,1,11,0,5,1,1,0.361667,0.540833,0.214558,709,5283,5992
679,680,11/10/2012,4,1,11,0,6,0,1,0.389167,0.645417,0.05784580000000001,2090,4446,6536
680,681,11/11/2012,4,1,11,0,0,0,1,0.420833,0.6591670000000001,0.1275,2290,4562,6852
681,682,11/12/2012,4,1,11,1,1,0,1,0.485,0.741667,0.173517,1097,5172,6269
682,683,11/13/2012,4,1,11,0,2,1,2,0.343333,0.662917,0.342046,327,3767,4094
683,684,11/14/2012,4,1,11,0,3,1,1,0.289167,0.552083,0.199625,373,5122,5495
684,685,11/15/2012,4,1,11,0,4,1,2,0.321667,0.620417,0.15298699999999998,320,5125,5445
685,686,11/16/2012,4,1,11,0,5,1,1,0.345,0.524583,0.171025,484,5214,5698
686,687,11/17/2012,4,1,11,0,6,0,1,0.325,0.545417,0.179729,1313,4316,5629
687,688,11/18/2012,4,1,11,0,0,0,1,0.3425,0.692917,0.22761199999999998,922,3747,4669
688,689,11/19/2012,4,1,11,0,1,1,2,0.380833,0.623333,0.235067,449,5050,5499
689,690,11/20/2012,4,1,11,0,2,1,2,0.374167,0.685,0.082725,534,5100,5634
690,691,11/21/2012,4,1,11,0,3,1,1,0.353333,0.61375,0.103246,615,4531,5146
691,692,11/22/2012,4,1,11,1,4,0,1,0.34,0.580417,0.05287080000000001,955,1470,2425
692,693,11/23/2012,4,1,11,0,5,1,1,0.36833299999999997,0.56875,0.148021,1603,2307,3910
693,694,11/24/2012,4,1,11,0,6,0,1,0.278333,0.40458299999999997,0.376871,532,1745,2277
694,695,11/25/2012,4,1,11,0,0,0,1,0.245833,0.468333,0.1505,309,2115,2424
695,696,11/26/2012,4,1,11,0,1,1,1,0.313333,0.535417,0.04665,337,4750,5087
696,697,11/27/2012,4,1,11,0,2,1,2,0.291667,0.786667,0.237562,123,3836,3959
697,698,11/28/2012,4,1,11,0,3,1,1,0.296667,0.50625,0.210821,198,5062,5260
698,699,11/29/2012,4,1,11,0,4,1,1,0.28087,0.555652,0.115522,243,5080,5323
699,700,11/30/2012,4,1,11,0,5,1,1,0.298333,0.649583,0.05847080000000001,362,5306,5668
700,701,12/1/2012,4,1,12,0,6,0,2,0.298333,0.806667,0.05970419999999999,951,4240,5191
701,702,12/2/2012,4,1,12,0,0,0,2,0.3475,0.823333,0.12437899999999999,892,3757,4649
702,703,12/3/2012,4,1,12,0,1,1,1,0.4525,0.7675,0.08272080000000001,555,5679,6234
703,704,12/4/2012,4,1,12,0,2,1,1,0.475833,0.73375,0.174129,551,6055,6606
704,705,12/5/2012,4,1,12,0,3,1,1,0.438333,0.485,0.324021,331,5398,5729
705,706,12/6/2012,4,1,12,0,4,1,1,0.255833,0.50875,0.174754,340,5035,5375
706,707,12/7/2012,4,1,12,0,5,1,2,0.320833,0.764167,0.1306,349,4659,5008
707,708,12/8/2012,4,1,12,0,6,0,2,0.38166700000000003,0.91125,0.101379,1153,4429,5582
708,709,12/9/2012,4,1,12,0,0,0,2,0.384167,0.905417,0.157975,441,2787,3228
